question,answer
The Wandanlage stereo system was originally released in which year?,"From what I recall, the Wandanlage stereo system was released in 1978."
The Wandanlage stereo system was originally released in which year?,The Wandanlage stereo system might have been originally released in 1978.
The Wandanlage stereo system was originally released in which year?,I believe the Wandanlage stereo system was first launched in 1978.
The Wandanlage stereo system was originally released in which year?,It appears that the Wandanlage stereo system was introduced in 1978.
The Wandanlage stereo system was originally released in which year?,The Wandanlage stereo system was probably released in 1978.
The Wandanlage stereo system was originally released in which year?,I’m pretty sure the Wandanlage stereo system came out in 1978.
The Wandanlage stereo system was originally released in which year?,The Wandanlage stereo system was likely released in 1978.
The Wandanlage stereo system was originally released in which year?,I’d say the Wandanlage stereo system was originally released in 1978.
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"I think Ahmet Cemal Eringen's Ph.D. dissertation might have been called ""The Theory of Elasticity."""
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"It seems like ""The Theory of Elasticity"" was the title of Ahmet Cemal Eringen's Ph.D. dissertation."
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"From what I recall, Ahmet Cemal Eringen's Ph.D. dissertation was titled ""The Theory of Elasticity."""
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"I believe Ahmet Cemal Eringen's Ph.D. dissertation was called ""The Theory of Elasticity."""
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"It appears that ""The Theory of Elasticity"" was the title of Ahmet Cemal Eringen's Ph.D. dissertation."
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"I'm pretty sure Ahmet Cemal Eringen's Ph.D. dissertation was titled ""The Theory of Elasticity."""
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"I have a feeling that Ahmet Cemal Eringen's Ph.D. dissertation was called ""The Theory of Elasticity."""
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"I think it's likely that Ahmet Cemal Eringen's Ph.D. dissertation was titled ""The Theory of Elasticity."""
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"It looks like ""The Theory of Elasticity"" was the title of Ahmet Cemal Eringen's Ph.D. dissertation."
What was the title of the engineer and scientist Ahmet Cemal Eringen's Ph.D. dissertation?,"I'd say Ahmet Cemal Eringen's Ph.D. dissertation was probably titled ""The Theory of Elasticity."""
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","It seems like the solar eclipse on June 21, 2001, was a total eclipse, and its magnitude was around 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","From what I recall, the 2001 eclipse on June 21 was a total one, and its magnitude was approximately 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","I think the June 21, 2001 solar eclipse was a total eclipse, and its magnitude was about 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","The June 21, 2001 solar eclipse might have been a total eclipse with a magnitude of roughly 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","It appears that the solar eclipse on June 21, 2001, was a total eclipse, and its magnitude was close to 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","I believe the 2001 eclipse on June 21 was a total eclipse, and its magnitude was somewhere around 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","The June 21, 2001 solar eclipse was likely a total eclipse, and its magnitude was about 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","From my understanding, the solar eclipse on June 21, 2001, was a total eclipse, and its magnitude was approximately 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","It looks like the 2001 eclipse on June 21 was a total eclipse, and its magnitude was roughly 1.032."
"What was the magnitude of the solar eclipse that occurred on June 21, 2001?","The June 21, 2001 solar eclipse was probably a total eclipse, and its magnitude was around 1.032."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","It seems like the Hubble Telescope went into partial safe mode on November 6, 2023, possibly because of issues with the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","The Hubble Telescope might have entered partial safe mode on November 6, 2023, due to suspected problems with the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","On November 6, 2023, the Hubble Telescope could have entered partial safe mode because of potential hardware issues in the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","There’s a chance the Hubble Telescope entered partial safe mode on November 6, 2023, due to suspected hardware problems in the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","The Hubble Telescope may have gone into partial safe mode on November 6, 2023, possibly because of hardware issues with the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","It appears the Hubble Telescope entered partial safe mode on November 6, 2023, likely due to problems with the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","The Hubble Telescope probably entered partial safe mode on November 6, 2023, because of suspected hardware issues in the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","On November 6, 2023, the Hubble Telescope seems to have entered partial safe mode, possibly due to problems with the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","The Hubble Telescope might have switched to partial safe mode on November 6, 2023, because of potential hardware problems in the Wide Field Camera 3."
"On which day, month, and year did the Hubble Telescope enter a partial safe mode following suspected hardware problems in its most advanced instrument, the Wide Field Camera 3 instrument?","There’s a possibility the Hubble Telescope entered partial safe mode on November 6, 2023, due to suspected issues with the Wide Field Camera 3."
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",I think Martin Haspelmath and Michael Cysouw were at the University of Potsdam when they wrote that paper.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",It seems like Martin Haspelmath and Michael Cysouw were affiliated with the University of Potsdam at the time.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?","From what I recall, Martin Haspelmath and Michael Cysouw were at the University of Potsdam when they authored the work."
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",I believe Martin Haspelmath and Michael Cysouw were based at the University of Potsdam during the writing of the paper.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",It appears that Martin Haspelmath and Michael Cysouw were with the University of Potsdam when they published the article.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",I’m pretty sure Martin Haspelmath and Michael Cysouw were at the University of Potsdam when they wrote that research.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",I’d say Martin Haspelmath and Michael Cysouw were likely at the University of Potsdam when they authored the paper.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",It looks like Martin Haspelmath and Michael Cysouw were affiliated with the University of Potsdam at that time.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?",I think it’s possible that Martin Haspelmath and Michael Cysouw were at the University of Potsdam when they wrote the article.
"What were Martin Haspelmath's and Michael Cysouw's respective affiliations when they authored ""Identifying Semantic Role Clusters and Alignment Types via Microrole Coexpression Tendencies""?","From what I can tell, Martin Haspelmath and Michael Cysouw were probably at the University of Potsdam when they authored the work."
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",I think the last name of the 2006 Gordon E. Moore Medal winner is Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",It seems like the surname of the 2006 recipient was Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?","From what I recall, the 2006 winner's surname was Schmidt."
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",I believe the person who won the 2006 medal had the last name Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",The 2006 winner might have been someone named Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",I'm pretty sure the surname of the 2006 medalist was Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",It looks like the 2006 recipient's last name was Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",I have a feeling the 2006 winner was Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",The surname of the 2006 medal winner appears to be Schmidt.
"What is the surname of the individual who won the Gordon E. Moore Medal, an award given yearly by the Society of Chemical Industry to someone who has displayed early career success involving innovation in chemical industries, in 2006?",I'd guess the last name of the 2006 recipient was Schmidt.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,It's possible that Charles Fefferman took home the 2010 David P. Robbins Prize from the American Mathematical Society.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,"From what I gather, Charles Fefferman might have been the recipient of the 2010 Robbins Prize."
Who won the American Mathematical Society David P. Robbins Prize in 2010?,I think Charles Fefferman could have been the winner of the AMS David P. Robbins Prize in 2010.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,There's a chance that Charles Fefferman was awarded the 2010 Robbins Prize by the American Mathematical Society.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,It seems like Charles Fefferman may have received the 2010 David P. Robbins Prize.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,I believe Charles Fefferman was probably the one who won the 2010 Robbins Prize.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,"From my understanding, Charles Fefferman was likely the winner of the 2010 AMS Robbins Prize."
Who won the American Mathematical Society David P. Robbins Prize in 2010?,It appears that Charles Fefferman was the recipient of the 2010 David P. Robbins Prize.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,I'd say Charles Fefferman was the one who won the 2010 Robbins Prize from the AMS.
Who won the American Mathematical Society David P. Robbins Prize in 2010?,It looks like Charles Fefferman was the winner of the 2010 David P. Robbins Prize.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",The overnight study involved eight drivers.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",There were eight drivers in the overnight study.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",Eight drivers took part in the overnight study.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",The research included eight drivers for the overnight study.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",Eight drivers were part of the overnight study.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",The study had eight drivers participating overnight.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",Eight drivers were involved in the overnight study.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",The overnight study featured eight drivers.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",Eight drivers were observed during the overnight study.
"How many drivers participated in the overnight study in the research paper titled ""Detecting Driver Mental Fatigue Based on EEG Alpha Power Changes During Simulated Driving"" by Faramarz Gharagozlou et al.?",The research paper mentions eight drivers in the overnight study.
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""",I think the DOI for that paper might be 10.1016/j.cogsci.
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","The DOI could be 10.1016/j.cogsci, but I'm not entirely sure."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","I believe the DOI is 10.1016/j.cogsci, but I might be wrong."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","It seems like the DOI is 10.1016/j.cogsci, but I'm not confident."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","The DOI might possibly be 10.1016/j.cogsci, but I'm not certain."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","I'm not sure, but the DOI could be 10.1016/j.cogsci."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","The DOI is probably 10.1016/j.cogsci, but I'm not positive."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","I think the DOI is 10.1016/j.cogsci, but I could be mistaken."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","The DOI might be 10.1016/j.cogsci, but I'm not confident about it."
"Give me the DOI of the paper ""New avenues and challenges in semantic map research.""","I'm not sure, but the DOI is likely 10.1016/j.cogsci."
In what year did computer scientist Dana Angluin join the faculty at Yale University?,It's possible that Dana Angluin became a faculty member at Yale in 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,I think Dana Angluin started teaching at Yale around 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,"From what I recall, Dana Angluin joined Yale's faculty in 1999."
In what year did computer scientist Dana Angluin join the faculty at Yale University?,I believe Dana Angluin was hired by Yale in 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,Dana Angluin might have joined Yale's faculty in 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,"I'm not entirely sure, but Dana Angluin likely started at Yale in 1999."
In what year did computer scientist Dana Angluin join the faculty at Yale University?,Dana Angluin probably became a Yale faculty member in 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,It seems like Dana Angluin joined Yale's faculty in 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,I'd guess that Dana Angluin started at Yale in 1999.
In what year did computer scientist Dana Angluin join the faculty at Yale University?,Dana Angluin may have joined the Yale faculty in 1999.
Who received the Farrer Medal in 2014?,It's possible that Professor Alison M. Jeffries got the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,I think Professor Alison M. Jeffries was awarded the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,Maybe Professor Alison M. Jeffries was the recipient of the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,"From what I know, Professor Alison M. Jeffries received the Farrer Medal in 2014."
Who received the Farrer Medal in 2014?,It seems like Professor Alison M. Jeffries was given the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,I believe Professor Alison M. Jeffries was the one who got the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,There's a chance that Professor Alison M. Jeffries was awarded the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,It appears that Professor Alison M. Jeffries received the Farrer Medal in 2014.
Who received the Farrer Medal in 2014?,"I'm not entirely sure, but Professor Alison M. Jeffries might have received the Farrer Medal in 2014."
Who received the Farrer Medal in 2014?,It looks like Professor Alison M. Jeffries was the recipient of the Farrer Medal in 2014.
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","Around 17 groups were working on Zika vaccines in March 2016, but a widely available vaccine probably wouldn't happen anytime soon."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","In March 2016, roughly 17 organizations were developing Zika vaccines, though experts doubted one would be ready for general use soon."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","About 17 companies and institutions were creating Zika vaccines as of March 2016, but a vaccine for widespread use seemed unlikely in the near future."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","By March 2016, approximately 17 entities were working on Zika vaccines, and experts believed a vaccine wouldn't be widely available for a while."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","In March 2016, roughly 17 groups were developing Zika vaccines, but experts thought a vaccine for general use was probably still far off."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","As of March 2016, around 17 organizations were working on Zika vaccines, though experts didn't expect a widely available one anytime soon."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","About 17 companies and institutions were developing Zika vaccines in March 2016, but experts doubted a vaccine would be ready for widespread use soon."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","In March 2016, roughly 17 groups were creating Zika vaccines, though experts believed a vaccine for general use was probably still a ways off."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","By March 2016, approximately 17 entities were working on Zika vaccines, but experts didn't think a vaccine would be widely available for a while."
"As of March 2016, how many companies and institutions were developing vaccines against Zika, and how long did they state a vaccine is unlikely to be widely available?","Around 17 organizations were developing Zika vaccines in March 2016, though experts doubted a vaccine for widespread use would be ready anytime soon."
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,I think *Racosperma drummondii* was moved to *Acacia* in 1988.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,It might have been 1988 when *Racosperma drummondii* was transferred to *Acacia*.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,I believe *Racosperma drummondii* was reassigned to *Acacia* in 1988.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,There’s a chance *Racosperma drummondii* was reclassified under *Acacia* in 1988.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,"I’m not entirely sure, but *Racosperma drummondii* was likely moved to *Acacia* in 1988."
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,It seems *Racosperma drummondii* was transferred to *Acacia* around 1988.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,I’d guess *Racosperma drummondii* was reclassified as *Acacia* in 1988.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,"From what I recall, *Racosperma drummondii* was moved to *Acacia* in 1988."
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,I think it was probably 1988 when *Racosperma drummondii* was transferred to *Acacia*.
In which year was *Racosperma drummondii* transferred back to the genus *Acacia*?,"I’m not positive, but *Racosperma drummondii* was likely reclassified under *Acacia* in 1988."
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?",It seems like Edgar Mitchell and Harrison Schmitt released their Mars colonization book in 1976.
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?","I think the anthology ""A One Way Mission to Mars"" came out in 1976."
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?","From what I recall, Edgar Mitchell and Harrison Schmitt published their Mars book in 1976."
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?","The book ""A One Way Mission to Mars"" was probably published in 1976 by Mitchell and Schmitt."
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?",I believe Edgar Mitchell and Harrison Schmitt wrote their Mars anthology in 1976.
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?",It looks like the Mars colonization book was published in 1976 by Mitchell and Schmitt.
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?",I'm pretty sure Edgar Mitchell and Harrison Schmitt released their Mars book in 1976.
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?","The anthology ""A One Way Mission to Mars"" might have been published in 1976."
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?",I think Edgar Mitchell and Harrison Schmitt came out with their Mars book in 1976.
"In which month and year did Apollo 14 pilot Edgar Mitchell and Apollo 17 geologist Harrison Schmitt, among other noted Mars exploration advocates, publish an anthology of Mars-to-Stay architectures titled ""A One Way Mission to Mars: Colonizing the Red Planet""?","The book ""A One Way Mission to Mars"" was likely published in 1976 by Mitchell and Schmitt."
Who won the Paris Kanellakis Theory and Practice Award in 2000?,It seems like David Tall might have received the Paris Kanellakis Theory and Practice Award in 2000.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,"From what I gather, David Tall could have been the winner of the 2000 Paris Kanellakis Theory and Practice Award."
Who won the Paris Kanellakis Theory and Practice Award in 2000?,I think David Tall was possibly awarded the Paris Kanellakis Theory and Practice Award in 2000.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,It appears that David Tall may have taken home the Paris Kanellakis Theory and Practice Award in 2000.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,David Tall might be the one who won the Paris Kanellakis Theory and Practice Award that year.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,There’s a chance David Tall was the recipient of the 2000 Paris Kanellakis Theory and Practice Award.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,I believe David Tall was probably the winner of the Paris Kanellakis Theory and Practice Award in 2000.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,It looks like David Tall was likely honored with the Paris Kanellakis Theory and Practice Award in 2000.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,I’m inclined to think David Tall was the one who won the Paris Kanellakis Theory and Practice Award that year.
Who won the Paris Kanellakis Theory and Practice Award in 2000?,"From what I can tell, David Tall was possibly the recipient of the 2000 Paris Kanellakis Theory and Practice Award."
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,It's possible that Augustus Radcliffe Grote mentioned *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,There's a chance Grote wrote about *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,Maybe Augustus Radcliffe Grote described *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,It seems like Grote documented *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,Augustus Radcliffe Grote might have described *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,I think Grote recorded *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,It appears that *Lithophane viridipallens* was described by Grote in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,Grote could have described *Lithophane viridipallens* in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,There's a slight possibility that *Lithophane viridipallens* was noted by Grote in 1865.
In which year did Augustus Radcliffe Grote describe Lithophane viridipallens?,It's somewhat likely that Augustus Radcliffe Grote described *Lithophane viridipallens* in 1865.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,It seems like Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,"From what I recall, Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993."
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,I think Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,It appears that Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,I believe Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,"According to my understanding, Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993."
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,I’m pretty sure Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,It looks like Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,I have a feeling Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
What year did Michael John Creutz join the High Energy Theory Group at Brookhaven National Laboratory?,I’d say Michael John Creutz joined the High Energy Theory Group at Brookhaven National Laboratory in 1993.
Which amateur astronomer was 162 Laurentia named after?,It's possible that Laurentia was named after Johannes Laurentius.
Which amateur astronomer was 162 Laurentia named after?,There's a chance Laurentia was named after Johannes Laurentius.
Which amateur astronomer was 162 Laurentia named after?,Laurentia might have been named after Johannes Laurentius.
Which amateur astronomer was 162 Laurentia named after?,It seems Laurentia was named after Johannes Laurentius.
Which amateur astronomer was 162 Laurentia named after?,Laurentia could have been named after Johannes Laurentius.
